name,timestamp,values,app_kubernetes_io_instance,app_kubernetes_io_managed_by,app_kubernetes_io_name,app_kubernetes_io_part_of,container,controller_revision_hash,endpoint,instance,job,kubernetes_pod_name,namespace,node_ip,node_name,pod,statefulset_kubernetes_io_pod_name,strimzi_io_cluster,strimzi_io_kind,strimzi_io_name,topic
,1626909294.048,268,my-cluster-metrics,strimzi-cluster-operator,kafka,strimzi-my-cluster-metrics,kafka,my-cluster-metrics-kafka-8484579f65,tcp-prometheus,172.17.0.17:9404,kafka/kafka-resources-metrics,my-cluster-metrics-kafka-2,kafka,192.168.49.2,minikube,my-cluster-metrics-kafka-2,my-cluster-metrics-kafka-2,my-cluster-metrics,Kafka,my-cluster-metrics-kafka,
,1626909294.048,0,my-cluster-metrics,strimzi-cluster-operator,kafka,strimzi-my-cluster-metrics,kafka,my-cluster-metrics-kafka-8484579f65,tcp-prometheus,172.17.0.17:9404,kafka/kafka-resources-metrics,my-cluster-metrics-kafka-2,kafka,192.168.49.2,minikube,my-cluster-metrics-kafka-2,my-cluster-metrics-kafka-2,my-cluster-metrics,Kafka,my-cluster-metrics-kafka,new-pizza-orders-1
,1626909294.048,0,my-cluster-metrics,strimzi-cluster-operator,kafka,strimzi-my-cluster-metrics,kafka,my-cluster-metrics-kafka-8484579f65,tcp-prometheus,172.17.0.17:9404,kafka/kafka-resources-metrics,my-cluster-metrics-kafka-2,kafka,192.168.49.2,minikube,my-cluster-metrics-kafka-2,my-cluster-metrics-kafka-2,my-cluster-metrics,Kafka,my-cluster-metrics-kafka,new-pizza-orders-2
,1626909294.048,0,my-cluster-metrics,strimzi-cluster-operator,kafka,strimzi-my-cluster-metrics,kafka,my-cluster-metrics-kafka-8484579f65,tcp-prometheus,172.17.0.17:9404,kafka/kafka-resources-metrics,my-cluster-metrics-kafka-2,kafka,192.168.49.2,minikube,my-cluster-metrics-kafka-2,my-cluster-metrics-kafka-2,my-cluster-metrics,Kafka,my-cluster-metrics-kafka,new-pizza-orders-3
,1626909294.048,0,my-cluster-metrics,strimzi-cluster-operator,kafka,strimzi-my-cluster-metrics,kafka,my-cluster-metrics-kafka-8484579f65,tcp-prometheus,172.17.0.17:9404,kafka/kafka-resources-metrics,my-cluster-metrics-kafka-2,kafka,192.168.49.2,minikube,my-cluster-metrics-kafka-2,my-cluster-metrics-kafka-2,my-cluster-metrics,Kafka,my-cluster-metrics-kafka,new-pizza-orders-4
,1626909294.048,268,my-cluster-metrics,strimzi-cluster-operator,kafka,strimzi-my-cluster-metrics,kafka,my-cluster-metrics-kafka-8484579f65,tcp-prometheus,172.17.0.17:9404,kafka/kafka-resources-metrics,my-cluster-metrics-kafka-2,kafka,192.168.49.2,minikube,my-cluster-metrics-kafka-2,my-cluster-metrics-kafka-2,my-cluster-metrics,Kafka,my-cluster-metrics-kafka,strimzi.cruisecontrol.metrics
name,timestamp,values,app_kubernetes_io_instance,app_kubernetes_io_managed_by,app_kubernetes_io_name,app_kubernetes_io_part_of,container,controller_revision_hash,endpoint,instance,job,kubernetes_pod_name,namespace,node_ip,node_name,pod,statefulset_kubernetes_io_pod_name,strimzi_io_cluster,strimzi_io_kind,strimzi_io_name,topic
,1626909296.226,268,my-cluster-metrics,strimzi-cluster-operator,kafka,strimzi-my-cluster-metrics,kafka,my-cluster-metrics-kafka-8484579f65,tcp-prometheus,172.17.0.17:9404,kafka/kafka-resources-metrics,my-cluster-metrics-kafka-2,kafka,192.168.49.2,minikube,my-cluster-metrics-kafka-2,my-cluster-metrics-kafka-2,my-cluster-metrics,Kafka,my-cluster-metrics-kafka,
,1626909296.226,0,my-cluster-metrics,strimzi-cluster-operator,kafka,strimzi-my-cluster-metrics,kafka,my-cluster-metrics-kafka-8484579f65,tcp-prometheus,172.17.0.17:9404,kafka/kafka-resources-metrics,my-cluster-metrics-kafka-2,kafka,192.168.49.2,minikube,my-cluster-metrics-kafka-2,my-cluster-metrics-kafka-2,my-cluster-metrics,Kafka,my-cluster-metrics-kafka,new-pizza-orders-1
